,shopcode,shopname,shoplat,shoplng
7669,vxbv,舒營健康餐 (高雄左營店),22.66507986,120.3046846
7670,pcvn,拿坡里 (逢甲店8306),24.1747044,120.647423
7671,omq9,祖傳三代什菜,22.65768212,120.3338246
7672,dhp7,金玉素食麵線焿,22.64275045,120.3303699
7673,u5je,6號香Q雞蛋仔,24.6873484,120.87698702
7674,k4g2,阿亮香雞排 (高雄大坪頂店),22.5565833,120.37789616
7675,hdsq,弘爺漢堡 (楠梓常德店),22.7368426,120.33820574
7676,nb7d,黑沃咖啡 (竹北縣政店),24.82325225,121.01422768
7677,wesj,鋒味複合式美食,24.82690204,121.00321527
7678,wtod,多田便當 (新莊幸福店),25.0494247,121.4548097
7679,xxj9,源源料理坊,25.04336553,121.4452964
7680,zqqv,廣東腸粉 (新莊福壽店),25.0498366,121.4581112
7681,ujg8,霸王功夫雞專門店 (台中五權西店),24.14019126,120.64527855
7682,xab6,牛旋風厚切牛排,24.9919518,121.4998167
7683,a7tl,清原芋圓 (斗六中山店),23.70168625,120.53846105
7684,vi6s,咖哩家族 (彰化溪湖店),23.9632649,120.48005441
7685,fte5,吳家御便當,22.72929593,120.32214288
7686,stqd,小木屋鬆餅 (新莊輔大店),25.03212555,121.43264026
7687,x01c,金瑞古早味白糖粿,25.0506125,121.4581296
7688,e7tw,岳澤坊,23.9784294,121.60489177
7689,n4fu,拿坡里 (永福店8316),24.1835008,120.6201787
7690,qcnb,OL健康餐盒 (台北大安店),25.02176,121.55410642
7691,t00t,滷大王 (雲林虎尾店),23.7002934,120.4288275
7692,kxz6,早安有喜 (高雄林園店),22.5068778,120.3900408
7693,d7ry,偉哥鹽酥雞 (龍井店),24.21291605,120.55161781
7694,kjvd,糖水茶行 (高雄楠梓店),22.7271159,120.327519
7695,mhe0,QP Terrace 覺軒會館,25.17352402,121.44811409
7696,id85,夜宵入口 (高雄小港店),22.56360775,120.356125
7697,lw68,達達印度料理,25.06917824,121.4976872
7698,avpr,囍廚房蔬食早午餐,24.1146929,120.6705325
7699,y2uc,創義食族,24.78490067,120.98999786
7700,ghpg,二鍋頭東山鴨頭(台中精誠店),24.15021275,120.65514519
7701,aa02,利客坊厚奶蓋專賣 (苗栗頭份店),24.7004248,120.9007583
7702,wmri,清心福全 (嘉義友愛店),23.48010754,120.4341206
7703,in7x,塔貝塔伊早點,22.9778624,120.1901662
