,shopcode,shopname,shoplat,shoplng
3369,rspa,珍有味炒飯炒麵燴飯,25.06002,121.487764
3370,w8pu,牛魔王牛排 (高雄大昌店),22.6519487,120.3295559
3371,zrgm,億品鍋 (歸仁旗艦店),22.96585083,120.28791
3372,cuq7,張記肉圓 (仁武八德店),22.68678059,120.33547871
3373,ii08,典之味火鍋,22.6673116,120.32112183
3374,i3ka,葉子酸辣粉,25.0841962,121.472747
3375,y3aq,黃金雙打鹽酥雞,22.63470069,120.3275829
3376,cb6c,迷客夏 Milksha (桃園南平店),25.01915705,121.3007715
3377,z0jl,鮮茶道 (永康復國店),23.0127886,120.24658099
3378,p1qx,鹿兒角手作私茶 (彰化和美店),24.11418253,120.49680665
3379,tiiz,Pasta Hut義大利麵 (台中西屯店),24.17479397,120.6471911
3380,d0mb,水巷茶弄 (仁德嘉藥店),22.9229452,120.22417664
3381,z0ja,大苑子 (高雄楠梓藍昌店),22.7267167,120.29169118
3382,zmkw,有飯吃,24.8332604,121.0125387
3383,zhdo,四海遊龍 (苗栗巨蛋店),24.5639005,120.8159
3384,qv8x,虱目魚粥,25.07998594,121.48864193
3385,onry,弘爺漢堡 (嶺科大店),24.1361976,120.6068793
3386,b8sh,暢遊早餐店,25.170871,121.44718304
3387,jom5,陳記 大腸麵線 煎餅果子,23.0398295,120.2356756
3388,pfgn,清邁泰式料理,25.07712838,121.48592305
3389,tcpw,炸匠 美式炸雞,25.0578658,121.56053156
3390,kha3,麥當勞 (S554 台北中山北店),25.10669015,121.5249419
3391,u5nv,GG排排店,25.17842463,121.44828421
3392,l6zg,宏鑫源鐵板燒,24.8164636,120.9787256
3393,h3wm,米米堡Mimiburger (台中逢甲店),24.1836827,120.64557009
3394,llp0,樂活手作健康餐盒,24.86540047,120.98948875
3395,rdxa,Mowan港式串烤雞蛋仔 (莊敬商圈),24.82302341,121.0267628
3396,b3rz,讚不絕口風味小火鍋 (新莊民安店),25.02138093,121.42694295
3397,d7qw,黑嫂的灶腳,24.417831,118.3095024
3398,a1sd,柚豆茶飲 (台南成功店),23.00118359,120.19698243
3399,abnt,溪湖阿讚豬腳爌肉飯專賣店,23.95723615,120.4840762
3400,llyu,少年董平價鐵板燒,25.0310192,121.43416205
3401,z4jp,大苑子 (高雄六合店),22.6322198,120.31827075
3402,lrbh,早安有喜 (高雄巨蛋店),22.6730048,120.297363
3403,hi0f,馧a油飯,24.9915323,121.4285407
3404,z9us,黑武藏壽司 (苗栗竹南店),24.68675728,120.87840167
3405,tcus,匠心串燒,25.0473684,121.4476716
3406,ogzk,澔霸食堂,25.08863197,121.46653492
3407,b9uz,弘爺漢堡 (高雄中華店),22.61004055,120.3033063
3408,qdmg,Johnny Bro 強尼兄弟健康廚房 (台北伊通店),25.0513635,121.5347848
3409,d35r,食腸見麵,25.1697731,121.4454144
3410,scp0,李記紅茶冰 (頭份中正店),24.68613274,120.9096018
3411,c2hg,鹿璞茶事 (四平店),25.05364806,121.53437336
3412,a6kd,3Q雞排 (竹北中正店),24.838595,121.0056018
3413,a5jj,大苑子 (虎尾中正店),23.7086298,120.434252
3414,dpul,癮揪鍋物 (楠梓大學東店),22.72864598,120.29008934
3415,tmvv,員湘園鴨肉飯 (雲林虎尾店),23.70748606,120.43217795
3416,p9nb,新永和傳統豆漿 傳統河內河粉,25.0614788,121.566155
3417,p8wk,傻師傅湯包 (楠梓常德店),22.7373343,120.3371564
3418,rl8z,想來點丼飯 (新竹竹北店),24.8167779,121.0271811
3419,v730,宮城亮串燒商會 (永和自由店),25.0070397,121.5151257
3420,ap7t,Q發柴燒雞蛋糕,24.86487236,121.2126025
3421,uom2,馬祖奶茶 (頭份信東店),24.6892043,120.9095286
3422,bbr1,Ju Guo聚郭·創意鍋物 (楠梓藍田店),22.7265529,120.2952415
3423,l4le,幸福香菜肉粽便當店,23.0008686,120.2568241
3424,s9yj,新竹吳家鴨香飯 (苗栗頭份店),24.68460924,120.90468076
3425,wa5a,海記台南虱目魚,24.18139931,120.59279493
3426,odmo,拉亞漢堡 (竹南中華店),24.71574506,120.92034906
3427,o2am,小木屋鬆餅 (竹北家樂福店),24.82596766,121.00917225
3428,f3tx,全養知酵素茶飲蔬食健康餐廳 (台北101店),25.0271374,121.567052
3429,p7ou,泰湘味美食坊,25.06718634,121.66291663
3430,x0iu,三分春色 (大寮會社店),22.6023022,120.3973535
3431,d4iu,艾爾咖啡 COZY Beans Coffee,25.08608338,121.69701034
3432,szvt,球客道 (台中公園店),24.14645679,120.67956442
3433,b2mi,上紅臭臭鍋 (三重中華店),25.0628943,121.48353843
3434,czy6,日日香 (信義松隆店),25.04815362,121.57717027
3435,yiay,TEATOP第一味 (霧峰中正店),24.06797,120.6992634
3436,n4op,宜蘭手工肉羹,25.072582,121.6644139
3437,fssk,古都新上海麻辣臭豆腐,23.04092,120.2406022
3438,a0mi,老七爌肉飯,24.24991745,120.72060144
3439,xlo2,Tea's原味 (中埔中華店),23.4372733,120.4523178
3440,a6uq,忠孝排骨便當店,24.96528745,121.3324061
3441,e07j,潮極蔬勾eat,24.0899609,120.54241169
3442,v9bf,棒棒堡 HOT DOG,22.50388922,120.39297035
3443,e2jb,萬磨石磨腸粉,25.08097993,121.48344295
3444,sqgg,焦糖楓串燒漢方無烟撒粉 (永和樂華店),25.0075184,121.5128605
3445,hglc,粿人KUEH粿物製販所,24.8077542,121.03243467
3446,upta,木昂手作 (大社旗楠店),22.7470026,120.34538622
3447,mfgv,臘皇燒臘店 (大同民族店),25.06936461,121.51086272
3448,wr0z,新竹玉龍肉圓 (竹北店),24.83750003,121.0165941
3449,rbi3,廣東腸粉,23.04051833,120.23645235
3450,iv5a,巷仔口外省麵店,23.4636994,120.4448845
3451,isnd,呷子園,25.17515583,121.4464832
3452,d9gm,原湘手工蔥抓餅,24.82304936,121.02539909
3453,g3zl,一中素食店,25.0309176,121.4464144
3454,bqtw,大慶麵店 (台中總店),24.1147459,120.6525115
3455,t5bd,鬼匠拉麵 (新北泰山店),25.058222,121.4309391
3456,d5eo,八方雲集 (楠梓盛昌店),22.7121087,120.28624258
3457,t63u,鴨膳師小吃店,22.6161621,120.2987389
3458,n8gz,亞薩漢堡 (雲林中華店),23.70860967,120.5459756
3459,y8ak,一生懸命丼飯,24.17510033,120.66699982
3460,sm1b,義式食尚,22.567017,120.358825
3461,acd9,芳心湘菜快炒,22.78738879,120.2995012
3462,wdvz,楓格蛋糕 (台北天母店),25.1081122,121.5327652
3463,f9zc,Mori House,25.07037556,121.5922749
3464,pppf,美甜美早午餐,22.6411606,120.5954153
3465,l4yo,冰火菠蘿台灣bolo (淡水老街店),25.169612,121.44162491
3466,bdtj,極品燒臘快餐便當,24.1813709,120.6462616
3467,ml01,舒肥底家(營養師的理想餐盒) 新北新莊店,25.0281352,121.43202679
3468,ejef,甲一飯包 (竹北博愛店),24.8327796,121.0060269
3469,wyu7,二街蚵嗲關東煮,23.00296695,120.26581805
3470,u2lk,萬華莊家班麻油雞 (中和興南店),24.9875978,121.5117511
3471,y5jb,爆Q美式炸雞 (汐止店),25.066386,121.65583804
3472,pzct,3小食 拉麵•丼飯·炸物,24.9467355,121.2121183
3473,r2ul,早點攻略,24.7948628,120.9451136
3474,jhh8,卡路李輕卡健康餐盒竹北店,24.8120916,121.032054
3475,eiax,食話食說麻辣鍋酸菜魚,24.1861383,120.6077878
3476,fdag,地中天鍋燒，炒飯，蓋飯專賣店,22.96588873,120.29676065
3477,hlro,茶美茶 (中和和平店),24.9965723,121.46425692
3478,wjuv,富心漢Bistro餐酒館,23.97651023,121.61071364
3479,mc8j,五分田現沖茶飲 (關廟店),22.96164765,120.32665455
3480,n7jv,鐵皮屋飯糰,22.72840425,120.32098939
3481,j9y6,功夫茶KUNG FU TEA (三民大昌店),22.65267737,120.32873762
3482,jwxh,美好的一天,25.0518496,121.459118
3483,y9xb,三顧茅廬 (三重溪尾店),25.08181635,121.48779635
3484,tsbl,黎明王炒麵,24.14266035,120.63728859
3485,a7eh,摩斯漢堡Mos Burger (土城永寧店),24.9670576,121.43622578
3486,clmx,海底撈小火鍋 (台北慶城店),25.0528446,121.5446353
3487,f5ay,拉亞漢堡 (嘉義民雄文化店),23.55033665,120.42795891
3488,o7yi,三商巧福 (4380台中忠勇店),24.1502774,120.6155139
3489,py1t,老賴茶棧 (台中霧峰店),24.0648453,120.6985916
3490,a2bt,拉亞漢堡 (台中南屯店),24.13651155,120.65024322
3491,tkla,奧兒法低GI輕食餐 (台中五權店),24.15383426,120.6847983
3492,fs6p,飯悠閣,25.03985,121.28621
3493,uap2,冬瓜幫 (吉安中華店),23.9742129,121.5889473
3494,f5t8,樂陽牛排館,25.04395635,121.4447586
3495,rlww,早安公雞農場晨食 (高雄延吉店),22.6405727,120.3197755
3496,omlk,日月星手作茶 新鮮茶飲/輕食,22.608927,120.328953
3497,e8oj,好了啦紅茶冰 (竹南龍山店),24.6933465,120.867034
3498,rlnv,紅茶洋行 (宜蘭泰山店),24.7554971,121.7489119
3499,rh4i,食客嚐鮮,22.7887335,120.2451459
3500,v5mh,愛戀日不落咖啡 (彰化和美店),24.1126233,120.4984321
3501,pc7t,BB鐵板燒咖哩便當,23.30397468,120.30246052
3502,ev6m,美樂冰店,24.50335167,120.82723
3503,dhfi,清原芋圓 (新莊富國店),25.0242116,121.4242309
3504,y2d6,好朋友刈包專賣店 (桃園新屋店),24.9728725,121.104944
3505,h8vj,弘爺漢堡 (路竹中和店),22.8581883,120.2577578
3506,s89k,木子樑室 (台南大灣總店),23.0076419,120.2667706
3507,e1vr,6吋盤早午餐 (台南安平店),22.98990059,120.16699982
3508,c1qx,達人手工飲品,23.04012498,120.2460426
3509,m4kn,元氣早午餐 (新興六合店),22.6324902,120.3110498
3510,j0lg,東方美早餐店,22.85498323,120.2531897
3511,tv9g,成德小籠湯包,25.0192955,121.4226995
3512,sf08,晴光悅撰手工麵疙瘩,25.0645736,121.5232641
3513,z5em,NU PASTA (竹北成功店),24.81675935,121.02072211
3514,a1hc,茶工業現萃茶飲 (高雄前鎮瑞隆店),22.60543265,120.3302807
3515,fd80,付家多采貴州風味羊肉粉,22.99797611,120.2570514
3516,b4hm,福泰林鐵板燒,24.84245465,120.9973091
3517,r6ed,霸王功夫雞專門店 (靜宜外送店),24.22949813,120.5667224
3518,sed9,有間便當店,23.9251298,120.6622977
3519,h7qv,泥巴水_咖啡_甜點,24.80234837,120.99528645
3520,lunz,Pizza Hut必勝客披薩專賣店 (羅東中正店),24.670077,121.77135046
3521,hw93,麻古茶坊 (鳳山國中店),22.6246204,120.3722821
3522,rfp3,早安山丘 (林園王公店),22.513033,120.3932813
3523,duxc,拉亞漢堡 (汀州三總店),25.0165581,121.5305651
3524,h84s,早安有喜 (草屯明賢店),23.9759725,120.6821063
3525,mtsp,鼎太公紅麴滷味,24.95919075,121.29190737
3526,j6zt,陳Q古早黑糖剉冰 (觀音十全店),25.0380083,121.13958
3527,mepx,早安美芝城 (鹿港活力民權店),24.054951,120.432255
3528,kq2n,午後巷弄,24.9383961,121.256018
3529,a0us,Eat 益 咖哩/咖啡,24.9993612,121.31758674
3530,c1ei,早安美芝城 (鳳山活力鳳邑店),22.6209025,120.3614901
3531,ldvi,林記鍋燒意麵,22.661125,120.3623567
3532,e9na,樂food嗑炸雞舖,24.68560028,120.90899658
3533,gq03,初次見你早午餐,25.05066695,121.35601335
3534,t4pk,成功牛排 (新竹忠孝店),24.8045733,120.98989939
3535,ml9q,啾吸凍檸茶飲專賣店 (台中大里店),24.0969012,120.6647239
3536,s1qg,城裡城外巫山烤魚,24.14965632,120.66173333
3537,mpdw,吉米早餐店,25.08132779,121.66880159
3538,d876,小時候飯麵館 (新竹新豐店),24.87881295,121.00622584
3539,v77o,減粹食作,25.047651,121.44953123
3540,hjvi,龜記茗品 (頭份尚順店),24.6881776,120.90342302
3541,rp9l,麻古茶坊 (高雄後勁店),22.720351,120.312552
3542,a7xi,長林早餐店,22.56362724,120.35740185
3543,b0um,郭記肉圓&西式早餐,22.65824225,120.476805
3544,n5te,三商巧福 (4297苗福店),24.57414615,120.81789464
3545,xdb3,成功牛排 (北屯北平店),24.17132295,120.67954583
3546,rdfc,伊甸園涮涮鍋,22.979372,120.225302
3547,ib19,Apong雲廚 (頭份文化店),24.7018919,120.9011764
3548,mas1,尚青海產粥,23.4806306,120.4339871
3549,gkk7,傻師傅湯包 (台南民族店),23.0069327,120.2682296
3550,tmg5,悟饕池上飯包 (台南新興店),22.97487744,120.1873636
3551,yskj,孫東寶 (嘉義中山店),23.48183633,120.4566156
3552,nzim,鮮茶道 (溪湖平和店),23.9591042,120.4793915
3553,o27g,十家川串燒,25.03568745,121.4486683
3554,ltxq,沙坪壩重慶麵館,24.8199197,121.0296794
3555,yfb4,孫東寶 (松山民生店),25.05872195,121.56013084
3556,o2bv,雪城麻辣燙 (新莊中和店),25.0503445,121.44768077
3557,c8ia,開心素食,22.65752468,120.32084108
3558,nwev,尚珍滷味 (台中東山店),24.17308289,120.71330072
3559,o2in,三來素食館,25.0441863,121.5122627
3560,vpav,早安有喜 (高雄華昌店),22.5826596,120.3627237
3561,bsun,虎烤蝦搞,24.57222939,120.82050045
3562,q937,阿龍澄清湖虱目魚,22.62795271,120.3716497
3563,dsd9,麻古茶坊 (善化中山店),23.1322932,120.2931148
3564,lttb,萬磨腸粉 (蘆洲信義店),25.0861456,121.4786103
3565,z3jp,聚辣亭,24.17474923,120.64578005
3566,cv5e,BBC早午餐俱樂部,25.04991974,121.5661054
3567,i16z,厚野雞排 (新莊公園店),25.0385178,121.447132
3568,q2ef,Tea's原味 (北港文化店),23.56860953,120.3016619
3569,p2ye,老喵漢堡,24.9580792,121.2645601
3570,y4vf,千姬日式咖哩．蓋飯,25.0456907,121.51386594
3571,caxi,鄰嘉早午餐,25.1718616,121.44427412
3572,du3k,吳家紅茶冰 (屏東竹田店),22.586648,120.5445563
3573,rmls,馬來炒飯鍋燒 (佳里店),23.1577995,120.1814302
3574,vviq,楓慕牛排 (台南安中店),23.0913817,120.2348881
3575,m2y6,巨森早餐吧 (台東豐榮店),22.7469244,121.1391426
3576,gd4u,巷弄飯糰&涼麵（夏季限定）,25.17179495,121.44023255
3577,n171,迷客夏 Milksha (臺南鹽行店),23.0432449,120.2385349
3578,q0pz,蛋白盒子低卡健康餐盒 (台中霧峰店),24.0643886,120.6972119
3579,s3sg,茶聚 (苗栗新苗店),24.5521922,120.8172596
3580,a4nf,三顧茅廬 (竹南建國店),24.69027035,120.8741814
3581,t5hv,晨家早午餐 (台中一中店),24.1489977,120.68063395
3582,ddnu,老街素食,23.0352604,120.3091552
3583,zbsv,機車鍋燒麵,22.6257062,120.3264117
3584,hwgb,可不可熟成紅茶 (淡水北新店),25.17905755,121.4499049
3585,p6cg,平底鍋手作蛋餅,22.96936036,120.29481575
3586,r5kq,斗南郎魯肉飯,23.6767844,120.4784028
3587,bhcc,伍雞鹹水雞x拌麵,24.9545556,121.22492784
3588,p3ri,STARBUCKS 星巴克 (內壢門市),24.9723377,121.25329315
3589,vuu8,可利早午餐,25.07030307,121.61517721
3590,zxav,粥老闆麵食館,24.59610667,121.85168251
3591,mk9r,玉津咖啡 (雲林虎尾店),23.704805,120.4276345
3592,f2pf,Arirang 韓式料理 (淡大店),25.1740018,121.4512828
3593,b3ci,大鼎蚵仔大腸麵線,25.08762662,121.47753671
3594,b3ru,田園素食餐廳,23.0079975,120.2663951
3595,hkp0,慧大廚麻辣臭豆腐 (台中中清店),24.17523075,120.6708005
3596,n6kk,椰舒素食食堂,22.5065835,120.394015
3597,ven8,Johnny Bro強尼兄弟健康廚房 (北科大店),25.04411945,121.5330436
3598,zd6b,胖老爹美式炸雞 (新店安坑店),24.96094792,121.5122427
3599,zier,紅囍串燒,24.14794076,120.62284766
3600,r6wo,包籠興手工小籠包,24.1591702,120.6585402
3601,hfds,鍋牛鍋物 (竹北六家店),24.809457,121.0254204
3602,v4ke,錢都日式涮涮鍋 (新北華新店),24.9831503,121.50845146
3603,mr8k,胖老爹美式炸雞 (新莊四維店),25.0255004,121.4241379
3604,uz06,品賀滷味,23.9733403,120.6559342
3605,lbcd,韓亭館烤肉飯,25.0815878,121.5451957
3606,wlor,小王子早午餐 Prince Brunch,23.0338725,120.2519538
3607,wkyd,百陞雞腿飯,23.13114676,120.2952154
3608,c0r3,文寶美食館,25.02202847,121.4204215
3609,bu80,芋意·糖水,25.05425792,121.45455998
3610,i6im,品味沙茶魷魚羹,22.5037828,120.393652
3611,kssx,清爸食堂,24.0693917,120.7006297
3612,yuex,異式義大利麵食堂,25.05188,121.48725031
3613,zyjc,辣媽紅燒麻辣鴨血臭豆腐,25.02300975,121.4227318
3614,seis,佳香香雞排Lucky Fried Chicken,25.0508248,121.1211914
3615,sy6f,晴天大王洋菓子,22.6393286,120.2940657
3616,uskj,肯德基KFC炸雞廚房 (泰山明志店),25.05917383,121.43153607
3617,ti3p,富林早餐 (嘉義新生店),23.49392645,120.45684768
3618,o4tx,PROMETTENTE義大利麵 (台北永春店),25.0400264,121.5764119
3619,qmqg,粥大福 (頭份建國店),24.69673385,120.9040006
3620,cii6,三易糧滷作便當,24.83341384,121.01210115
3621,a3vv,廣緣羊肉羹魷魚羹 (竹北店),24.83768065,121.00954419
3622,bxtt,鶴茶樓 鶴頂紅茶商店 (頭份中興店),24.69596799,120.90877995
3623,g5ab,成功牛排 (嘉義民雄店),23.5555104,120.4262657
3624,vsp0,花蓮鼎豐鴨肉羹,23.9922433,121.5767909
3625,a5gu,辰約早點到（大里店）,24.1069116,120.68526366
3626,y5rl,麻丹辣麻辣滷味 (台北總店),25.05091934,121.58169228
3627,j6ut,阿堡魷魚羹,25.0784843,121.4836939
3628,vqf6,慢煨 湯．私廚 雞湯專門店,24.1374161,120.6600615
3629,e3zt,覓吐司早午餐,25.0418567,121.51145396
3630,wrqr,麥町吐司工房 (竹北嘉興店),24.8176372,121.0273771
3631,k5ah,美寶堡精緻早午餐 (高雄雄大店),22.7431459,120.2627805
3632,a1rh,七盞茶 (新莊後港店),25.02613014,121.42560895
3633,j5oh,流川鍋燒意麵,22.96820167,120.29237789
3634,g71p,黑沃咖啡 (汐止百富店),25.06765922,121.62302445
3635,w7fj,柑單生活坊,25.05980129,121.59140848
3636,b3wq,揪愛咖哩 (瑞北總店),22.60909022,120.33276065
3637,zvuy,Ramble Cafe 漫步藍咖啡(宜蘭羅東店),24.6755947,121.76769676
3638,w8c9,珍味素食,25.0403428,121.28974885
3639,z4ef,麥當勞 (S447 淡水新市店),25.18299684,121.4478549
3640,x3ub,麥味登 (斗南大同店),23.6789198,120.4751644
3641,dlup,鬧天Lu加熱滷味 (新莊福壽店),25.0479395,121.4580912
3642,e30f,唯暄早午餐,22.595596,120.3363865
3643,e55b,王丼烤肉飯 (台中北平店),24.1710288,120.6817894
3644,nlz8,牧匠牛原味牛排,25.1920968,121.44437435
3645,ixzl,五桐號 WooTEA (竹北三民店),24.834081,121.0104129
3646,u4ep,STARBUCKS 星巴克 (彰化曉陽門市),24.0740136,120.5329156
3647,z1vs,Pizza Hut必勝客 (泰山明志店),25.0623157,121.43315281
3648,mzw7,陸柒零年代飲品 (中壢龍岡分行),24.9353666,121.2345481
3649,i9bx,蚵仔津排骨滷,23.87315562,120.52500651
3650,czr8,酗拉麵,25.0705291,121.49655755
3651,a9d6,三商巧福 (4219新莊二店),25.03543911,121.44921294
3652,l36k,三三健康餐廚 (林口店),25.0593436,121.3697953
3653,owvt,涼甘甜茶坊,22.5917519,120.32699885
3654,anbe,顏太煮奶茶 (台中大肚店),24.1518666,120.545213
3655,y6yj,八方雲集 (台中南屯店),24.13795954,120.644811
3656,flqq,沅味巷口飯糰 (左營哈囉市場店),22.6905047,120.2998671
3657,edxu,大三元鍋物 (台中霧峰店),24.06424772,120.6971272
3658,itc5,宸宇滷味,24.82326834,121.00964007
3659,f1uc,轉角肉羹,23.0242482,120.2565692
3660,uczv,三民紅麵線,24.8337893,121.0110479
3661,ue51,公正飯糰,24.1491267,120.65896
3662,y4wy,老先覺功夫窯燒鍋 (新莊八德MiNi店),25.01944105,121.42340005
3663,mz87,樂雅樂 (台南高鐵店),22.92482077,120.28576631
3664,dxrm,麥味登 (南投南陽店),23.9133235,120.6842023
3665,d80c,綴窯烤 披薩 生吐司 卡士達塔,25.0974485,121.5324078
3666,f1kv,李記紅茶冰 (苑裡店),24.43779827,120.6578073
3667,e5ud,龍泉餃子館,22.63951004,120.59550195
3668,p5qk,羊哥炒飯專家,25.1780473,121.4493251
3669,i48s,四川良麵,24.4436045,120.6538745
3670,n106,金丰元,24.98431527,121.5409678
3671,xcju,食芝麵食館,22.71903076,120.29183585
3672,uek9,玩食 (玩茶),24.955728,121.240535
3673,plc3,品廚米線,24.68868944,120.91166473
3674,k1vz,帕凡堤Pasta,25.0853071,121.4599216
3675,jt6a,橘太郎雞蛋糕,24.8259215,121.02812685
3676,r7so,麥味登 (梧棲媽祖店),24.24603427,120.5376969
3677,pthn,大胃王中式早午餐,24.12687035,120.6754251
3678,v4mt,正好吃松鹽酥雞 (楠梓興楠店),22.7285981,120.3305181
3679,ukno,晨間廚房 (太保祥和店),23.45423015,120.296255
3680,pkog,吉米廚房早餐店,22.75717255,121.14599897
3681,a9kx,三媽臭臭鍋 (新北明志店),25.06010056,121.43199921
3682,vqix,廚男日食,22.7320937,120.3447733
3683,e7nu,6吋盤早午餐 (高雄小港店),22.56866059,120.3646409
3684,irkc,台灣壽司郎 (汐止遠雄店),25.06256705,121.6497111
3685,fibp,珍福味米粉羹,23.9846434,121.590182
3686,pwqo,三商巧福 (4409愛買台南永康店),23.03466338,120.2289636
3687,fvi9,食在燒,24.82746793,121.01638364
3688,semc,祖傳林滷肉飯 (花商店),23.98561254,121.60269515
3689,it9z,蛋白盒子健康低卡餐盒 (中和永安店),25.0035456,121.51177353
3690,c7a3,蓁心素食坊,22.7209551,120.2894912
3691,qdu0,呂牛肉麵手工水餃,24.9337009,121.1238676
3692,ovzl,早安山丘 (太保後潭店),23.4524611,120.3417136
3693,wswa,紅茶洋行 (台中水源店),24.2558131,120.7409506
3694,e8ow,品卉越南美食,25.06481575,121.4335315
3695,yx4r,倚味越南河粉,22.7529438,120.3081427
3696,i5p5,享食現炒,24.8349977,121.0159863
3697,s7cr,達美樂Domino's (永康店),23.0264693,120.2590892
3698,tnqk,慕豆花 (苗栗苑裡店),24.44663464,120.6544375
3699,xdpn,桃子快餐、便當,22.6347513,120.3951877
3700,a5qt,醇粹飲品館,25.19091675,121.43902144
3701,kixo,今天吃低卡餐盒,25.0602122,121.590964
3702,q5u9,眷村味手工水餃,24.76059428,121.75217046
3703,y7aw,狗尾巴咖哩專賣,24.1552096,120.6583242
3704,i5bf,Coffee River 咖啡河自家烘培咖啡廳,25.0449151,121.57775449
3705,sclj,真好吃餐廳,25.024193,121.47146802
3706,jx1a,品森飯麵製研所 (高雄右昌店),22.7120592,120.2868835
3707,iy5i,山玉奶凍 (楠梓樂群店),22.72002942,120.29644295
3708,t4ao,好滷棧滷味,24.44158545,120.6556954
3709,o3dg,大廟口碳烤生啤酒總店,23.9350272,120.55560915
3710,gwe4,早安公雞農場晨食 (台南永康店),23.0442883,120.2436122
3711,k85z,瑞麟美而美 (三峽中山店),24.9361655,121.3653532
3712,mosw,Q Burger 早午餐 (台中嶺東店),24.1383625,120.6109119
3713,yplj,morni早餐 (嘉義民族店),23.4751954,120.4416614
3714,qj5m,Pasta Hut義大利麵 (竹北中華店),24.8392598,121.00527364
3715,cx3b,鍋博士臭臭鍋 (台北林森店),25.06475355,121.52566807
3716,sn33,DICTATOR 獨裁者咖啡,24.182232,120.620269
3717,dogl,漫恩食光,23.7087089,120.43691741
3718,a0ol,弘爺漢堡 (王生明店),22.61873166,120.36237286
3719,stss,堂益古早味炒麵魯肉飯,24.1578713,120.6829035
3720,sn4c,店長鴨血 (三重光復店),25.04922253,121.47204542
3721,p0xd,茶詠春 (新莊五權店),25.06693331,121.45906263
3722,a6ct,皇之香館,23.7040773,120.42935825
3723,py8o,牛肉英麵館 (楠梓惠民店),22.7241276,120.29159148
3724,d5ku,小胖屋義大利麵,25.0464211,121.44459677
3725,ien2,發記米糕．煲盅湯 (苓雅建國店),22.63135332,120.33356005
3726,o347,來點棧複合式餐飲,24.8410322,120.9984941
3727,dak2,巷口飯糰 (高雄文龍東店),22.6405933,120.3672233
3728,tb1z,鄭姑媽快餐,24.97402297,121.5176276
3729,vdsl,捌號倉-粗蛋餅,23.0188488,120.2005315
3730,yocu,楊記甜品,25.1727492,121.4516456
3731,r96k,家宏麵店,22.63999523,120.37764626
3732,zn0y,巷弄找點,24.035972,120.502446
3733,k5fy,A-bao house (伸港新港店),24.1441772,120.4875294
3734,ddpt,朝日便當,22.613314,120.315892
3735,mu29,驚燕十分創意蔬食,22.6412596,120.3280502
3736,n85q,李記紅茶冰 (新莊天祥店),25.029538,121.415571
3737,bjlp,老街海味小館,25.16964966,121.44156085
3738,z1hk,鮮自然 (安平華平門市),22.993131,120.17533262
3739,pesz,甘蔗の媽媽 (楠梓站前店),22.726391,120.3246797
3740,ylrn,發發新莊新泰牧場,25.04138348,121.4452649
3741,vmuh,世君平價熱炒,25.1520332,121.7694319
3742,a4e2,沐泰泰式餐盒,22.7285281,120.3214306
3743,z5km,川牛木石亭 (苗栗頭份店),24.68560477,120.90371045
3744,qcxq,阿寶,24.6883288,120.8685536
3745,iuj9,甜在心紅豆餅 (嘉義朴子店),23.46429482,120.2455437
3746,z5mt,百花窯鍋品(竹北文信店),24.83172643,121.01520612
3747,a7ki,正好吃龍鹽酥雞 (新北旗艦店),25.0431938,121.44829704
3748,dtzi,鬧天Lu加熱滷味 (新莊新泰店),25.0377297,121.4474965
3749,j1cd,異人館 (台中東英店),24.1427141,120.70605084
3750,u2g9,阿里山鐵道紅茶 (台中大肚店),24.1326813,120.5541632
3751,mi0f,白巷子 (歸仁高鐵店),22.92791797,120.27715086
3752,d7s1,Miss Energy 能量小姐 (桃園青埔店),25.00903399,121.2131058
3753,bhu7,肯德基KFC甜點專賣店 (台中豐原店),24.2530269,120.7216728
3754,wosu,喫飽鐵板沙克飯,25.08351077,121.43750471
3755,liou,拉亞漢堡 (大溪員林店),24.8966963,121.2787847
3756,c7ci,三商巧福 (4372台中大墩店),24.1486979,120.636221
3757,tq64,末廣御食事,25.08279432,121.5666117
3758,l1bl,餵人民服務 (左營至聖店),22.6592762,120.3070393
3759,vq28,咕嚕叫吐司 (楠梓右昌店),22.70983446,120.29285897
3760,zymo,上宇林頂級茶飲 (內湖江南店),25.077127,121.57695535
3761,mkg7,尋找早午餐 (台中立新店),24.1041676,120.6963225
3762,jdi6,阿嬤大餛飩,25.1696419,121.446087
3763,r9pz,呷尚宝 (台中五權店),24.14410259,120.66967155
3764,ntr5,丼沐屋,22.6468665,120.27646481
3765,p82i,森巴食堂,22.72749493,120.32972641
3766,y0bo,上海麵食館,25.0440025,121.2966777
3767,plpz,麥味登 (橋頭成功店),22.74389394,120.31651835
3768,bef0,釜山崔炸雞 (豐原一心店),24.2465947,120.7013328
3769,jm3y,旺旺餃子館 蔡記,25.0704565,121.6294532
3770,pl7f,五桐號 WooTEA (雲林虎尾店),23.70402684,120.42826832
3771,sivm,oh!맛있닭 oh 嘛嘻噠 (新莊八德店),25.0211619,121.4242733
3772,j5ex,吶！鬆餅,22.91066025,120.2698698
3773,h8wj,現炒王,25.17710495,121.4435516
3774,vwpd,定食8 (重新家樂福店),25.04347328,121.46747914
3775,z2cd,伍師傅車輪餅 (新竹新豐店),24.87012428,120.9938553
3776,pgbg,照豫坊港式麻辣鴛鴦火鍋,23.96841051,121.60273387
3777,n6nr,早點。手作,23.97520473,121.60357877
